Long,Lat,STABR,FSCSKEY,FSCS_SEQ,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,CNTY,PHONE,C_OUT_TY,SQ_FEET,HOURS,WKS_OPEN,YR_SUB,LONGITUD,LATITUDE,LOCALE,REAPLOCALE,Data_Year,FID_L0USA_Counties_Generalized,GlobalID
-80.17799599999995,26.106318000000044,FL,FL0012,16,FL0012-016,RIVERLAND BRANCH,2710 WEST DAVIE BLVD.,FORT LAUDERDALE,33312,2927,BROWARD,9547911085.0,BR,10500,2353,52,2017,-80.177996,26.106318,12,2,2017,2937,{386c31d5-2749-44a8-a64e-271b6008ec54}
-80.30993299999994,26.112430000000074,FL,FL0012,50,FL0012-050,YOUNG AT ART MUSEUM/BROWARD COUNTY LIBRARY,751 SW 121 AVENUE,DAVIE,33325,3804,BROWARD,9543575437.0,BR,10000,2687,52,2017,-80.309933,26.11243,21,3,2017,2937,{86ea5a22-1920-4218-9682-cf34061f8f25}
-80.26469299999997,26.12093500000003,FL,FL0012,24,FL0012-024,WEST REGIONAL LIBRARY,8601 WEST BROWARD BLVD.,PLANTATION,33324,2611,BROWARD,9543825860.0,BR,72000,3043,52,2017,-80.264693,26.120935,21,3,2017,2937,{3cf28245-bfc2-4708-a73f-cbfb7f5bf17f}
-80.14343499999995,26.12138900000008,FL,FL0012,2,FL0012-002,BROWARD COUNTY MAIN LIBRARY,100 S. ANDREWS AVE.,FORT LAUDERDALE,33301,1830,BROWARD,9543577444.0,CE,256000,2358,52,2017,-80.143435,26.121389,12,2,2017,2937,{3418155b-52d6-4c27-b2e5-b84694b6a303}
-80.22772399999997,26.128272000000038,FL,FL0257,1,FL0257-001,HELEN B. HOFFMAN PLANTATION LIBRARY,501 N. FIG TREE LANE,PLANTATION,33317,1849,BROWARD,9547972140.0,CE,16000,-1,-1,2017,-80.227724,26.128272,21,3,2017,2937,{b9c9425d-0dd6-47b3-94bb-bf2d6fa61a7c}
-80.17721999999998,26.12829000000005,FL,FL0012,44,FL0012-044,AFRICAN-AMERICAN RESEARCH LIBRARY AND CULTURAL CENTER,2650 SISTRUNK BLVD,FORT LAUDERDALE,33311,M,BROWARD,9543576282.0,BR,60000,2690,52,2017,-80.17722,26.12829,21,3,2017,2937,{67f8e15c-3ba9-4804-a0f9-c5f4ccf2edd2}
-80.13270699999998,26.13704800000005,FL,FL0012,40,FL0012-040,FORT LAUDERDALE BRANCH,1300 EAST SUNRISE BOULEVARD,FORT LAUDERDALE,33304,2802,BROWARD,9543577890.0,BR,6400,1924,52,2017,-80.132707,26.137048,12,2,2017,2937,{0040e0c8-9935-4482-9f10-706eadf9c57c}
-80.20064699999995,26.13951700000007,FL,FL0012,27,FL0012-027,LAUDERHILL CENTRAL PARK,3810 NW 11 PLACE,LAUDERHILL,33311,4267,BROWARD,9543577833.0,BR,10000,2120,52,2017,-80.200647,26.139517,21,3,2017,2937,{b8d1f6bb-a50e-4323-ac76-dc8cb3923e1a}
-81.79953799999998,26.146877000000075,FL,FL0020,10,FL0020-010,NAPLES BRANCH LIBRARY,650 CENTRAL AVENUE,NAPLES,34102,6027,COLLIER,2392618208.0,BR,35800,2746,51,2017,-81.799538,26.146877,13,2,2017,-1,{192c4753-6533-483a-90cd-50631728ae27}
-80.17064599999998,26.155490000000043,FL,FL0012,25,FL0012-025,TYRONE BRYANT BRANCH,2230 NW 21ST AVENUE,FORT LAUDERDALE,33311,2960,BROWARD,9543578210.0,BR,10000,2343,52,2017,-80.170646,26.15549,12,2,2017,2937,{a479f22b-106a-412c-bb3f-083bd7e4bef8}
-80.14008699999994,26.15928400000007,FL,FL0016,2,FL0016-002,RICHARD C. SULLIVAN PUBLIC LIBRARY,500 N.E. 26TH STREET,WILTON MANORS,33305,1141,BROWARD,9543902195.0,CE,6500,-1,52,2017,-80.140087,26.159284,21,3,2017,2937,{4b79ef30-b252-43bd-874c-aadb0f9a415e}
-80.23551199999997,26.164851000000056,FL,FL0012,13,FL0012-013,LAUDERHILL TOWNE CENTRE LIBRARY,6399 W. OAKLAND PARK BLVD.,LAUDERHILL,33313,1211,BROWARD,9543576406.0,BR,10000,2330,52,2017,-80.235512,26.164851,21,3,2017,2937,{22dd28ac-786b-46f6-941c-17b47f672d11}
-80.19697899999994,26.165181000000075,FL,FL0012,23,FL0012-023,LAUDERDALE LAKES BRANCH,3580 W. OAKLAND PARK BLVD.,LAUDERDALE LAKES,33311,1115,BROWARD,9543578650.0,BR,10000,2354,52,2017,-80.196979,26.165181,21,3,2017,2937,{a91336d5-b881-40ca-a091-450613514fbf}
-80.28823799999998,26.16994100000005,FL,FL0012,37,FL0012-037,SUNRISE DAN PEARL BRANCH,10500 W. OAKLAND PARK BLVD.,SUNRISE,33351,6820,BROWARD,9547492521.0,BR,19100,2048,52,2017,-80.288238,26.169941,21,3,2017,2937,{ff28ab15-e7a1-4a10-8510-27ef793261d3}
-80.09914799999996,26.17034700000005,FL,FL0012,30,FL0012-030,GALT OCEAN MILE READING CENTER,3403 GALT OCEAN DR.,FORT LAUDERDALE,33308,7003,BROWARD,9543577840.0,BR,4900,1903,52,2017,-80.099148,26.170347,12,2,2017,-1,{5821e43b-2db7-4c33-859b-de1c1d6a8203}
-80.12973799999997,26.173219000000074,FL,FL0014,2,FL0014-002,ETHEL M. GORDON OAKLAND PARK LIBRARY,1298 N.E. 37TH STREET,OAKLAND PARK,33334,4569,BROWARD,9546304370.0,CE,12000,2592,52,2017,-80.129738,26.173219,21,3,2017,2937,{ba77546a-020f-4ddb-96a2-fe1a36c4bf8b}
-81.70528399999995,26.183403000000055,FL,FL0020,7,FL0020-007,GOLDEN GATE BRANCH LIBRARY,2462 LUCERNE RD.,NAPLES,34116,M,COLLIER,2392524542.0,BR,17000,2553,51,2017,-81.705284,26.183403,21,4,2017,83,{d957d869-ebc0-4e2b-a942-d01398a8d175}
-80.26662999999996,26.193880000000036,FL,FL0012,42,FL0012-042,TAMARAC BRANCH,8701 W. COMMERCIAL BLVD.,TAMARAC,33351,4310,BROWARD,9547202282.0,BR,30000,2655,52,2017,-80.26663,26.19388,21,3,2017,2937,{02f8d6c9-c7bb-4639-bbdd-a4eaf4bb124b}
-80.10934799999995,26.201787000000024,FL,FL0012,20,FL0012-020,IMPERIAL POINT BRANCH,5985 NORTH FEDERAL HIGHWAY,FORT LAUDERDALE,33308,2660,BROWARD,9543576530.0,BR,14500,2363,52,2017,-80.109348,26.201787,12,2,2017,2937,{55f2d7ff-220c-480d-804a-9fb157e34ff8}
-80.21865499999996,26.21862200000004,FL,FL0012,15,FL0012-015,NORTH LAUDERDALE SARANIERO BRANCH,6901 KIMBERLY BOULEVARD,NORTH LAUDERDALE,33068,2548,BROWARD,9543576660.0,BR,20000,2375,52,2017,-80.218655,26.218622,21,3,2017,2937,{74d43c66-ee73-45b3-9108-2f75fcd956b8}
-81.63191599999999,26.22941000000003,FL,FL0020,8,FL0020-008,ESTATES BRANCH LIBRARY,"1266 GOLDEN GATE BLVD., W",NAPLES,34120,2197,COLLIER,2394558088.0,BR,11182,2094,51,2017,-81.631916,26.22941,21,4,2017,83,{bd9bc06c-71f8-4784-adb5-a1e17a664fe5}
-80.11132499999997,26.231763000000058,FL,FL0012,33,FL0012-035,POMPANO BEACH BRANCH,1213 EAST ATLANTIC BOULEVARD,POMPANO BEACH,33060,7405,BROWARD,9543577595.0,BR,13000,2259,52,2017,-80.111325,26.231763,12,2,2017,2937,{d77c0649-c8e7-4215-96c9-0f9f93542665}
-81.76974999999999,26.232871000000046,FL,FL0020,1,FL0020-001,COLLIER COUNTY PUBLIC LIBRARY,2385 ORANGE BLOSSOM DRIVE,NAPLES,34109,8840,COLLIER,2395933511.0,CE,42000,3139,51,2017,-81.76975,26.232871,21,4,2017,83,{e2683de3-f8fd-4e2b-82c0-b87bf4dbadf6}
-80.08945699999998,26.23487700000004,FL,FL0012,28,FL0012-028,BEACH BRANCH LIBRARY,3250 NE 2ND STREET,POMPANO BEACH,33062,4863,BROWARD,9543577830.0,BR,5403,1935,52,2017,-80.089457,26.234877,12,2,2017,-1,{6dff97be-4cbf-4bb1-90d1-984e9efc7d2d}
-80.16045899999995,26.240345000000048,FL,FL0012,12,FL0012-012,JAN MORAN COLLIER CITY LEARNING LIBRARY,2800 NW 9TH COURT,POMPANO BEACH,33069,2149,BROWARD,9543577670.0,BR,17100,2207,52,2017,-80.160459,26.240345,12,2,2017,2937,{78da6247-1602-4994-8cd5-ac1268dd620a}
-80.20682599999998,26.24174800000003,FL,FL0012,14,FL0012-014,MARGATE CATHARINE YOUNG BRANCH,5810 PARK DRIVE,MARGATE,33063,3628,BROWARD,9543577500.0,BR,15800,2375,52,2017,-80.206826,26.241748,21,3,2017,2937,{a8df5380-3460-4568-a80b-0cc8c4f61804}
-80.17201299999994,26.244330000000048,FL,FL0012,31,FL0012-031,NORTH REGIONAL/BCC LIBRARY,"1100 COCONUT CREEK BLVD., BLDG. 62",COCONUT CREEK,33066,1647,BROWARD,9542012600.0,BR,103600,3559,52,2017,-80.172013,26.24433,21,3,2017,2937,{a7b1d18c-2631-427e-9c40-f736e53865ca}
-80.12706599999996,26.249056000000053,FL,FL0012,32,FL0012-032,NORTHWEST BRANCH LIBRARY,1580 NW THIRD AVENUE,POMPANO BEACH,33060,5447,BROWARD,9543576599.0,BR,10000,2347,52,2017,-80.127066,26.249056,12,2,2017,2937,{631d0411-de07-4ac3-8333-17f75e7c9ce7}
-81.80516099999994,26.250964000000067,FL,FL0020,5,FL0020-005,VANDERBILT BEACH BRANCH LIBRARY,788 VANDERBILT BEACH ROAD,NAPLES,34108,8707,COLLIER,2395978444.0,BR,7000,2094,51,2017,-81.805161,26.250964,21,4,2017,83,{2b687bd9-e5f4-444f-bf39-97d25c7510cf}
-80.25001699999996,26.26944000000003,FL,FL0012,3,FL0012-003,NORTHWEST REGIONAL LIBRARY,3151 N. UNIVERSITY DRIVE,CORAL SPRINGS,33065,5199,BROWARD,9543577990.0,BR,72000,3041,52,2017,-80.250017,26.26944,21,3,2017,2937,{37de6bd9-41da-4882-8d34-a4df7a757a72}
-80.09393899999998,26.27768400000008,FL,FL0013,2,FL0013-002,DOREEN GAUTHIER LIGHTHOUSE POINT LIBRARY,2200 N.E. 38TH STREET,LIGHTHOUSE POINT,33064,3950,BROWARD,9549466398.0,CE,7900,2520,52,2017,-80.093939,26.277684,21,3,2017,2937,{5d3a900f-916d-4949-b81c-de6089f33289}
-80.25243799999998,26.314107000000035,FL,FL0240,1,FL0240-001,PARKLAND LIBRARY,6620 UNIVERSITY DRIVE,PARKLAND,33067,2500,BROWARD,9547574200.0,CE,10000,-1,-1,2017,-80.252438,26.314107,21,3,2017,2937,{98ab34f2-bef5-46f5-8fa7-11870d0137c1}
-80.12907999999999,26.317867000000035,FL,FL0012,9,FL0012-009,CENTURY PLAZA BRANCH,1856-A W. HILLSBORO BLVD.,DEERFIELD BEACH,33442,1438,BROWARD,9543577740.0,BR,11682,2147,52,2017,-80.12908,26.317867,13,2,2017,2937,{275ff164-abda-44f6-9751-143a99f21bec}
-80.09253499999994,26.31845000000004,FL,FL0012,7,FL0012-007,DEERFIELD BEACH PERCY WHITE BRANCH,837 E HILLSBORO BLVD.,DEERFIELD BEACH,33441,3521,BROWARD,9543577680.0,BR,15120,2351,52,2017,-80.092535,26.31845,13,2,2017,2937,{95630ca8-618c-41c8-90dd-34e601bf2615}
-81.78321099999994,26.347399000000053,FL,FL0042,3,FL0042-003,BONITA SPRINGS PUBLIC LIBRARY,26876 PINE AVE.,BONITA SPRINGS,34135,5009,LEE,2395334860.0,BR,11562,2255,48,2017,-81.783211,26.347399,21,4,2017,107,{6160aa24-17eb-443f-901a-74468e65eb0c}
-80.08983399999994,26.354475000000036,FL,FL0056,2,FL0056-002,DOWNTOWN LIBRARY,400 NW 2ND AVENUE,BOCA RATON,33432,3843,PALM BEACH,5613937852.0,BR,41600,3672,52,2017,-80.089834,26.354475,13,2,2017,2940,{6bf3b014-37a5-4ef1-a013-9575ef6b785f}
-80.19491599999998,26.370007000000044,FL,FL0246,12,FL0246-012,GLADES ROAD BRANCH,20701 95TH AVE. S,BOCA RATON,33434,3952,PALM BEACH,5614824554.0,BR,24000,2703,51,2017,-80.194916,26.370007,21,3,2017,2940,{06e3b845-c340-4aff-8abb-a1d938346415}
-80.11418699999996,26.386654000000078,FL,FL0056,3,FL0056-003,SPANISH RIVER LIBRARY,1501 NW SPANISH RIVER BOULEVARD,BOCA RATON,33431,4499,PALM BEACH,5613937852.0,BR,40400,3672,52,2017,-80.114187,26.386654,13,2,2017,2940,{2730e64d-2f85-4c58-ba7a-e71c55747a46}
-80.20388799999995,26.39728800000006,FL,FL0246,19,FL0246-019,WEST BOCA BRANCH,18685 STATE ROAD 7,BOCA RATON,33498,6354,PALM BEACH,5614701600.0,BR,20000,3264,51,2017,-80.203888,26.397288,21,3,2017,2940,{9a20ccae-86c4-4dde-bd89-2dd01583281b}
-80.06487099999998,26.410937000000047,FL,FL0133,2,FL0133-002,HIGHLAND BEACH LIBRARY,3618 S. OCEAN BLVD.,HIGHLAND BEACH,33487,3393,PALM BEACH,5612785455.0,CE,1200,-1,-1,2017,-80.064871,26.410937,21,3,2017,-1,{5f92c6b3-e319-48c7-8e54-9fca9223fe40}
-81.41757299999995,26.424641000000065,FL,FL0020,6,FL0020-006,IMMOKALEE BRANCH LIBRARY,417 NORTH FIRST STREET,IMMOKALEE,34142,3150,COLLIER,2396572882.0,BR,8000,1952,51,2017,-81.417573,26.424641,32,2,2017,83,{4e4ec2be-e386-48ed-905c-03a11930bfe0}
-81.78864899999996,26.433881000000042,FL,FL0042,10,FL0042-010,OUTREACH/BOOKMOBILE SERVICES,21100 THREE OAKS PARKWAY,ESTERO,33928,3020,LEE,2395334441.0,BS,-4,504,-1,2017,-81.788649,26.433881,21,4,2017,107,{a0ff1cb3-a2f5-4daa-9692-9f6f9db1e66e}
-81.78864899999996,26.433881000000042,FL,FL0042,14,FL0042-014,SOUTH COUNTY REGIONAL LIBRARY,21100 THREE OAKS PARKWAY,ESTERO,33928,3020,LEE,2395334400.0,BR,32343,2803,49,2017,-81.788649,26.433881,21,4,2017,107,{197a1d38-2f44-4e98-b39f-aaba2aae419c}
-82.07187899999997,26.44029000000006,FL,FL0043,2,FL0043-002,SANIBEL PUBLIC LIBRARY,770 DUNLOP ROAD,SANIBEL,33957,4016,LEE,2394722483.0,CE,29578,2808,52,2017,-82.071879,26.44029,41,8,2017,-1,{bcd8493d-cf57-4cf8-9d02-56a7af1f8c44}
-81.93923899999999,26.447452000000055,FL,FL0041,2,FL0041-002,FORT MYERS BEACH PUBLIC LIBRARY,2755 ESTERO BLVD.,FORT MYERS BEACH,33931,3504,LEE,2394639691.0,CE,34190,-1,51,2017,-81.939239,26.447452,21,4,2017,-1,{77a6a3e1-3474-4633-868a-4023b6f886cb}
-80.07421999999997,26.461550000000045,FL,FL0248,1,FL0248-001,DELRAY BEACH PUBLIC LIBRARY,100 WEST ATLANTIC AVENUE,DELRAY BEACH,33444,3662,PALM BEACH,5612669488.0,CE,48826,3006,52,2017,-80.07422,26.46155,13,2,2017,-1,{385285d2-46ae-4e3f-8dab-090bef83db91}
-80.16321899999997,26.464204000000052,FL,FL0246,17,FL0246-017,HAGEN RANCH ROAD BRANCH,14350 HAGEN RANCH ROAD .,DELRAY BEACH,33446,3325,PALM BEACH,5618947500.0,BR,34000,3417,51,2017,-80.163219,26.464204,21,3,2017,2940,{db82028d-8794-49e9-b43a-89cb4257647b}
-82.19138199999998,26.519895000000076,FL,FL0042,5,FL0042-005,CAPTIVA MEMORIAL LIBRARY,11560 CHAPIN LANE,CAPTIVA ISLAND,33924,M,LEE,2395334890.0,BR,8713,1973,50,2017,-82.191382,26.519895,42,8,2017,-1,{4972e384-d803-49c0-9615-7267de36b05a}
-81.91158399999995,26.520186000000024,FL,FL0042,15,FL0042-015,LAKES REGIONAL LIBRARY,15290 BASS ROAD,FORT MYERS,33919,7498,LEE,2395334000.0,BR,38186,2833,50,2017,-81.911584,26.520186,21,4,2017,107,{a7dbb021-7555-4ba6-a703-e17b732fc1a9}
-80.06407499999995,26.52607900000004,FL,FL0247,1,FL0247-001,BOYNTON BEACH CITY LIBRARY,208 S. SEACREST BLVD.,BOYNTON BEACH,33435,4452,PALM BEACH,5617426380.0,CE,62864,2808,52,2017,-80.064075,26.526079,21,3,2017,-1,{3fc7350a-6d6b-4ae1-bb4f-74d9bf85058e}
-80.14734899999996,26.53670100000005,FL,FL0246,16,FL0246-016,WEST BOYNTON BRANCH,9451 JOG ROAD,BOYNTON BEACH,33437,3628,PALM BEACH,5617345556.0,BR,17538,3264,51,2017,-80.147349,26.536701,21,3,2017,2940,{ab8fc8e4-ee23-403c-a9bc-472cd95d2770}
-81.99485399999998,26.578925000000027,FL,FL0042,4,FL0042-004,CAPE CORAL PUBLIC LIBRARY,921 SW 39TH TERRACE,CAPE CORAL,33914,5721,LEE,2395334500.0,BR,39632,2835,50,2017,-81.994854,26.578925,12,2,2017,107,{abd8fad3-e2d4-43f2-b9f0-c73e221ded5e}
-80.05260099999998,26.584479000000044,FL,FL0251,1,FL0251-001,LANTANA PUBLIC LIBRARY,205 WEST OCEAN AVENUE,LANTANA,33462,2863,PALM BEACH,5615405740.0,CE,4200,2256,52,2017,-80.052601,26.584479,21,3,2017,-1,{6c1e9075-5928-46d2-8025-939e9a4a31b9}
-80.10498299999995,26.58839000000006,FL,FL0246,18,FL0246-18,LANTANA ROAD BRANCH,4020 LANTANA ROAD,LAKE WORTH,33462,2148,PALM BEACH,5613044500.0,BR,29000,3264,51,2017,-80.104983,26.58839,21,3,2017,2940,{62ed2d44-e5e8-4b7b-bfe2-f63190490197}
-80.05341399999998,26.61598900000007,FL,FL0250,1,FL0250-001,LAKE WORTH PUBLIC LIBRARY,15 NORTH M STREET,LAKE WORTH,33460,3814,PALM BEACH,5615337354.0,CE,10119,1952,50,2017,-80.053414,26.615989,21,3,2017,-1,{d05a13a2-b0aa-4392-8029-c6202fa1319b}
-82.11989599999998,26.616355000000055,FL,FL0042,9,FL0042-009,PINE ISLAND PUBLIC LIBRARY,10701 RUSSELL ROAD,BOKEELIA,33922,3101,LEE,2395334350.0,BR,7213,1965,50,2017,-82.119896,26.616355,41,8,2017,107,{a3c565e7-441c-4803-936b-63798a8fdcbf}
-80.14640799999995,26.621639000000073,FL,FL0246,3,FL0246-003,GREENACRES BRANCH LIBRARY,3750 JOG RD.,GREENACRES,33467,1529,PALM BEACH,5616419100.0,BR,17000,2601,51,2017,-80.146408,26.621639,21,3,2017,2940,{ce896602-3300-4474-b3c9-c2d5404b210d}
-81.71533799999997,26.622439000000043,FL,FL0042,7,FL0042-007,EAST COUNTY REGIONAL LIBRARY,881 GUNNNERY ROAD,LEHIGH ACRES,33971,4928,LEE,2395334200.0,BR,31469,2836,50,2017,-81.715338,26.622439,21,4,2017,107,{06f854ec-83c5-4b5f-853e-d7ce12d4eb30}
-80.09547099999997,26.64231200000006,FL,FL0252,1,FL0252-001,PALM SPRINGS PUBLIC LIBRARY,217 CYPRESS LANE,PALM SPRINGS,33461,1603,PALM BEACH,5619652204.0,CE,11800,3059,52,2017,-80.095471,26.642312,21,3,2017,2940,{f6cc903e-6ee2-42b9-90ba-fa52a4c5aee8}
-81.85029599999996,26.642850000000067,FL,FL0042,6,FL0042-006,DUNBAR JUPITER HAMMON PUBLIC LIBRARY,3095 BLOUNT STREET,FORT MYERS,33916,4100,LEE,2395334150.0,BR,9801,1975,50,2017,-81.850296,26.64285,13,2,2017,107,{1ce1fc87-00d3-421e-8556-35ba3d3b83ac}
-81.86727199999996,26.644062000000076,FL,FL0042,19,FL0042-012,TALKING BOOKS LIBRARY,1651 LEE STREET,FORT MYERS,33901,2916,LEE,2395334780.0,BR,1235,1960,50,2017,-81.867272,26.644062,13,2,2017,107,{97371cd3-ac81-46cd-ab60-19a00cb5d311}
-81.86721899999998,26.64577600000007,FL,FL0042,17,FL0042-017,FORT MYERS-LEE COUNTY PUBLIC LIBRARY,2450 FIRST STREET,FORT MYERS,33901,2940,LEE,2395334600.0,BR,41288,2836,50,2017,-81.867219,26.645776,13,2,2017,107,{418e275a-cb8f-499b-8a2e-7974835caec8}
-80.22483299999999,26.652259000000072,FL,FL0246,14,FL0246-014,WELLINGTON BRANCH LIBRARY,1951 ROYAL FERN DRIVE,WELLINGTON,33414,6070,PALM BEACH,5617906070.0,BR,30000,3264,51,2017,-80.224833,26.652259,21,3,2017,2940,{424669e4-79ba-4c44-bce6-f2b468da7b1d}
-80.71367799999996,26.661218000000076,FL,FL0246,2,FL0246-002,CLARENCE E. ANTHONY BRANCH LIBRARY,375 SW 2ND AVE.,SOUTH BAY,33493,2225,PALM BEACH,5619928393.0,BR,4000,2448,51,2017,-80.713678,26.661218,32,3,2017,2940,{379812c6-5930-41bf-a456-9f005e83ff01}
-82.00697499999995,26.662213000000065,FL,FL0042,18,FL0042-018,NORTHWEST REGIONAL LIBRARY,519 CHIQUITA BOULEVARD NORTH,CAPE CORAL,33993,7758,LEE,2395334700.0,BR,40246,2343,50,2017,-82.006975,26.662213,12,2,2017,107,{c633f2fb-b66a-407a-be4a-bb5944de61f3}
-80.09802799999994,26.663628000000074,FL,FL0246,8,FL0246-008,PALM BEACH COUNTY PUBLIC LIBRARY SYSTEM,3650 SUMMIT BOULEVARD,WEST PALM BEACH,33406,4114,PALM BEACH,5612332600.0,CE,46480,3570,51,2017,-80.098028,26.663628,21,3,2017,2940,{c32c8158-59a7-4f33-a20c-5711773766b3}
-81.88620499999996,26.688180000000045,FL,FL0042,8,FL0042-008,NORTH FORT MYERS PUBLIC LIBRARY,"2001 N. TAMIAMI TRAIL, NE",NORTH FORT MYERS,33903,2802,LEE,2395334320.0,BR,8864,2351,50,2017,-81.886205,26.68818,21,4,2017,107,{bddb2497-3124-4ab6-899c-5e0fd78902e6}
-80.67135499999995,26.693292000000042,FL,FL0246,1,FL0246-001,BELLE GLADE BRANCH,725 NW 4TH ST,BELLE GLADE,33430,2532,PALM BEACH,5619963453.0,BR,17000,2601,51,2017,-80.671355,26.693292,32,3,2017,2940,{8ffebbec-367e-41cd-9fe2-f41308b6aed8}
-80.10850299999998,26.69726600000007,FL,FL0246,9,FL0246-009,PALM BEACH COUNTY PUBLIC LIBRARY SYSTEM BOOKMOBILE,4289 CHERRY ROAD,WEST PALM BEACH,33463,M,PALM BEACH,5616495500.0,BS,-4,880,51,2017,-80.108503,26.697266,21,3,2017,2940,{020983ad-0c48-4760-bf7c-96e78ae2c1e5}
-80.10850299999998,26.69726600000007,FL,FL0246,21,FL0246-021,LIBRARY ANNEX,4289 CHERRY ROAD,WEST PALM BEACH,33463,M,PALM BEACH,5616495500.0,BR,29164,2040,51,2017,-80.108503,26.697266,21,3,2017,2940,{a0e22434-b95a-4c9b-87e6-19cb856dd043}
-80.23141099999998,26.70519900000005,FL,FL0246,11,FL0246-011,ROYAL PALM BEACH BRANCH LIBRARY,500 CIVIC CENTER WAY,ROYAL PALM BEACH,33411,1636,PALM BEACH,5617906030.0,BR,20000,3009,51,2017,-80.231411,26.705199,21,3,2017,2940,{e6990b67-39dd-4fd7-ad97-c31e801d983f}
-80.13095099999998,26.707437000000027,FL,FL0246,7,FL0246-007,OKEECHOBEE BOULEVARD BRANCH,5689 OKEECHOBEE BOULEVARD,WEST PALM BEACH,33417,4437,PALM BEACH,5612331880.0,BR,17000,2703,51,2017,-80.130951,26.707437,21,3,2017,2940,{c7af8f63-58f9-4b1f-a17a-49423e9895e4}
-81.72185999999994,26.70796800000005,FL,FL0042,13,FL0042-013,RIVERDALE BRANCH LIBRARY,2421 BUCKINGHAM ROAD,FORT MYERS,33905,2413,LEE,2395334370.0,BR,7250,1975,50,2017,-81.72186,26.707968,21,4,2017,107,{99650f29-aafd-4471-92ee-89ce9c0e776f}
-80.05401299999994,26.71341700000005,FL,FL0254,1,FL0254-001,WEST PALM BEACH PUBLIC LIBRARY,411 CLEMATIS ST.,WEST PALM BEACH,33401,5319,PALM BEACH,5618687700.0,CE,85000,3069,52,2017,-80.054013,26.713417,12,2,2017,-1,{c5d2b549-4e13-45f2-b660-34e1aa81276a}
-80.95141699999994,26.73730800000004,FL,FL0032,4,FL0032-004,HARLEM COMMUNITY LIBRARY,1010 J HARLEM ACADEMY AVENUE,CLEWISTON,33440,5650,HENDRY,8639023322.0,BR,12157,1793,51,2017,-80.951417,26.737308,33,6,2017,97,{4809ba51-cf0d-456e-b9cc-000196045d13}
-82.26159999999999,26.750523000000044,FL,FL0042,16,FL0042-016,BOCA GRANDE REFERENCE ROOM AND LIBRARY,1040 WEST 10TH STREET,BOCA GRANDE,33921,1093,LEE,9419642488.0,BR,2132,2156,50,2017,-82.2616,26.750523,42,8,2017,-1,{5a6ce2b3-639b-49a8-a1c8-321bb087c1c9}
-80.93436999999994,26.755791000000045,FL,FL0032,2,FL0032-002,CLEWISTON PUBLIC LIBRARY,120 WEST OSCEOLA AVENUE,CLEWISTON,33440,2910,HENDRY,8639831493.0,CE,14300,2421,51,2017,-80.93437,26.755791,33,6,2017,97,{1ca1a00b-e90b-4208-94b4-cd69311da491}
-81.43844799999994,26.768302000000062,FL,FL0032,3,FL0032-003,LABELLE FREE PUBLIC LIBRARY,461 NORTH MAIN STREET,LABELLE,33935,5112,HENDRY,8636750833.0,BR,4500,2109,51,2017,-81.438448,26.768302,32,6,2017,97,{955d23c0-a344-4f9e-9599-0820d02305da}
-80.29132199999998,26.77996200000007,FL,FL0246,20,FL0246-020,ACREAGE BRANCH,15801 ORANGE BOULEVARD,LOXAHATCHEE,33470,3443,PALM BEACH,5616814100.0,BR,30000,3264,51,2017,-80.291322,26.779962,21,3,2017,2940,{532748dc-d180-44d5-b02a-34c8178bcf96}
-80.06482399999999,26.783291000000077,FL,FL0253,1,FL0253-001,RIVIERA BEACH PUBLIC LIBRARY,600 WEST BLUE HERON BLVD.,RIVIERA BEACH,33404,4311,PALM BEACH,5618454195.0,CE,14600,2784,48,2017,-80.064824,26.783291,21,3,2017,2940,{98958f1c-cac4-4495-8975-0b241220c1f5}
-80.06482399999999,26.783291000000077,FL,FL0253,2,FL0253-002,RIVIERA BEACH PUBLIC LIBRARY BOOKMOBILE,600 WEST BLUE HERON BLVD.,RIVIERA BEACH,33404,4311,PALM BEACH,5618454195.0,BS,-4,-1,52,2017,-80.064824,26.783291,21,3,2017,2940,{ec4e6d30-300d-42d8-bcb7-67740f725afe}
-80.06328099999996,26.798522000000048,FL,FL0249,1,FL0249-001,LAKE PARK PUBLIC LIBRARY,529 PARK AVENUE,LAKE PARK,33403,2603,PALM BEACH,5618813330.0,CE,9174,2808,52,2017,-80.063281,26.798522,21,3,2017,2940,{599d723a-7795-408e-a5ee-cf3588e7f3b3}
-80.05725799999999,26.810376000000076,FL,FL0058,2,FL0058-002,NORTH PALM BEACH PUBLIC LIBRARY,303 ANCHORAGE DRIVE,NORTH PALM BEACH,33408,4911,PALM BEACH,5618413383.0,CE,24893,3010,52,2017,-80.057258,26.810376,21,3,2017,2940,{355bc126-0972-4a25-9a41-ed07a9322c04}
-80.66980899999999,26.821251000000075,FL,FL0246,5,FL0246-005,LOULA V. YORK MEMORIAL LIBRARY,525 BACOM POINT ROAD,PAHOKEE,33476,2407,PALM BEACH,5619245928.0,BR,4565,2448,51,2017,-80.669809,26.821251,32,3,2017,2940,{a8cc75ae-4a0a-4b92-9fa1-59fd23ce02a9}
