Long,Lat,STABR,FSCSKEY,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,ADDRES_M,CITY_M,ZIP_M,ZIP4_M,CNTY,PHONE,C_RELATN,C_LEGBAS,C_ADMIN,C_FSCS,GEOCODE,LSABOUND,STARTDAT,ENDDATE,POPU_LSA,POPU_UND,CENTLIB,BRANLIB,BKMOB,MASTER,LIBRARIA,OTHPAID,TOTSTAFF,LOCGVT,STGVT,FEDGVT,OTHINCM,TOTINCM,SALARIES,BENEFIT,STAFFEXP,PRMATEXP,ELMATEXP,OTHMATEX,TOTEXPCO,OTHOPEXP,TOTOPEXP,LCAP_REV,SCAP_REV,FCAP_REV,OCAP_REV,CAP_REV,CAPITAL,BKVOL,EBOOK,AUDIO_PH,AUDIO_DL,VIDEO_PH,VIDEO_DL,EC_LO_OT,EC_ST,ELECCOLL,SUBSCRIP,HRS_OPEN,VISITS,REFERENC,REGBOR,TOTCIR,KIDCIRCL,ELMATCIR,PHYSCIR,ELINFO,ELCONT,TOTCOLL,LOANTO,LOANFM,TOTPRO,KIDPRO,YAPRO,TOTATTEN,KIDATTEN,YAATTEN,GPTERMS,PITUSR,WIFISESS,YR_SUB,RSTATUS,STATSTRU,LONGITUD,LATITUDE,LOCALE_ADD,REAPLOCALE_ADD,Data_Year,FID_L0USA_Counties_Generalized,GlobalID
-80.32176099999998,27.44835100000006,FL,FL0092,FSCS5095,ST. LUCIE COUNTY LIBRARY SYSTEM,101 MELODY LANE,FORT PIERCE,34950,4402,101 MELODY LANE,FORT PIERCE,34950,4402,ST. LUCIE,7724621615.0,ME,CO,MO,Y,CO1,N,10/01/2016,09/30/2017,297634,292626,0,7,0,10.5,10.5,52.5,63.0,4563789,97099,0,72207,4733095,1896336,924299,2820635,326819,154220,94747,575786,776646,4173067,1947832,370200,0,300000,2618032,1676162,228596,5884,8337,907,22838,0,12,70,82,381,13610,561138,196685,178995,749037,279893,84822,664215,217185,302007,966222,933,1165,1502,905,23,32425,23343,918,130,87637,48780,2017,1,0,-80.321761,27.448351,21,4,2017,2941,{dae7f4dc-37d7-41ca-9890-e093aa10ca2f}
-81.44367899999997,27.494912000000056,FL,FL0150,FL0150,HEARTLAND LIBRARY COOPERATIVE,319 W. CENTER AVE.,SEBRING,33870,3109,319 W. CENTER AVE.,SEBRING,33870,3109,HIGHLANDS,8634026719.0,HQ,MJ,MO,Y,MC1,N,10/01/2016,09/30/2017,219412,215720,0,7,0,5.2,7.2,27.06,34.26,1265798,868335,0,155941,2290074,1081332,391585,1472917,162894,1184,41779,205857,634284,2313058,17928,0,0,0,17928,17928,452556,27745,16758,5339,49844,1933,8,70,78,450,13972,448472,30596,173663,670617,187731,337166,629485,337166,674332,1303817,1822,1039,1987,683,28,29634,12830,453,143,143895,18102,2017,1,0,-81.443679,27.494912,13,2,2017,99,{dd7f2b56-0a3e-4b3d-8df6-27cf0adf8bb9}
-82.57407799999999,27.499123000000054,FL,FL0046,FSCS5049,MANATEE COUNTY PUBLIC LIBRARY SYSTEM,"1301 BARCARROTA BLVD., WEST",BRADENTON,34205,7599,"1301 BARCARROTA BLVD., WEST",BRADENTON,34205,7599,MANATEE,9417485555.0,ME,CO,MO,Y,CO1,N,10/01/2016,09/30/2017,368782,362577,1,5,0,36.0,36.0,28.6,64.6,7287695,182411,0,168934,7639040,2591365,930040,3521405,260450,348230,82778,691458,3195145,7408008,490,0,0,0,490,17405,422025,76541,23922,44959,22238,11438,59,70,129,367,12341,835471,335904,119112,1235181,304472,152595,1082586,1040131,1192726,2275312,1503,2236,4198,1695,194,62452,38721,8118,125,307545,551080,2017,1,0,-82.574078,27.499123,13,2,2017,-1,{27ddc34c-c212-40af-926f-ed49b9a7953f}
-80.40147299999995,27.639816000000053,FL,FL0036,FSCS5038,INDIAN RIVER COUNTY LIBRARY,1600 21ST STREET,VERO BEACH,32960,3461,1600 21ST STREET,VERO BEACH,32960,3461,INDIAN RIVER,7727705060.0,ME,CO,MO,Y,CO1,N,10/01/2016,09/30/2017,148962,146455,1,3,0,2.0,15.0,28.0,43.0,3526347,98318,0,10802,3635467,1735131,586302,2321433,397506,211824,68258,677588,691870,3690891,0,0,0,0,0,287162,427734,8913,26237,925,23532,47,15,70,85,984,7680,559943,326580,106236,1065444,237336,60465,920500,243083,303548,1224048,293,468,2354,537,60,57504,14580,510,106,161906,8276,2017,1,0,-80.401473,27.639816,13,2,2017,102,{538c233c-ea4d-44f4-b351-3efba79a8886}
-81.84314699999999,27.873458000000028,FL,FL8001,FL8001,POLK COUNTY LIBRARY COOPERATIVE,2150 S. BROADWAY AVE.,BARTOW,33830,7138,2150 S. BROADWAY AVE.,BARTOW,33830,7138,POLK,8635197958.0,HQ,MJ,MO,Y,CO2,N,10/01/2016,09/30/2017,661645,650512,0,17,1,32.5,53.5,82.35,135.85,9806952,436894,9087,158767,10411700,4273851,1709155,5983006,638274,199117,262103,1099494,3393368,10475868,152400,0,0,0,152400,125861,596649,29121,37799,459,71605,2,54,70,124,493,44833,1677060,283994,678403,2055843,645306,255585,1703979,31676,287261,1991240,3756,2688,3575,1642,218,82252,56983,3231,270,265667,183399,2017,1,0,-81.843147,27.873458,21,4,2017,122,{94dd9773-3ce1-42fd-9e0a-883585eca871}
-82.84610399999997,27.89791400000007,FL,FL0256,FL0256,INDIAN ROCKS BEACH LIBRARY,1507 BAY PALM BOULEVARD,INDIAN ROCKS BEACH,33785,2827,1507 BAY PALM BOULEVARD,INDIAN ROCKS BEACH,33785,2827,PINELLAS,7275961822.0,NO,CI,SO,Y,CI1,N,10/01/2016,09/30/2017,4380,4306,1,0,0,0.98,1.03,0.0,1.03,92698,2201,0,0,94899,-9,-9,-9,7752,4595,2932,15279,-9,83938,0,0,0,0,0,1833,-1,5012,154,0,1605,0,2,70,72,5,2300,8200,1538,1903,-1,4446,-1,-1,-1,-1,-1,285,0,83,27,0,499,411,0,5,4928,-1,2017,4,0,-82.846104,27.897914,21,3,2017,-1,{f84e7cd6-4c27-4ca5-89ed-ca5b88c7591c}
-82.46153099999998,27.95097000000004,FL,FL0035,FL0035,HILLSBOROUGH COUNTY PUBLIC LIBRARY COOPERATIVE,900 NORTH ASHLEY DRIVE,TAMPA,33602,3704,900 NORTH ASHLEY DRIVE,TAMPA,33602,3704,HILLSBOROUGH,8132733660.0,ME,CO,MO,Y,CO1,N,10/01/2016,09/30/2017,1379302,1356093,0,28,2,141.75,141.75,227.83,369.58,42675289,1050850,0,1508477,45234616,15385800,5317638,20703438,2317263,2692027,537643,5546933,14205130,40455501,5791184,0,0,0,5791184,732991,1689370,261828,117327,49160,289686,37366,74,70,144,2452,75267,4222292,918530,722878,7021509,3238252,1979885,5041624,1534625,3514510,8556134,940,2304,14462,6672,1388,302203,209071,22376,1197,668315,3646865,2017,1,0,-82.461531,27.95097,11,1,2017,100,{e67f956f-0055-4a59-85c2-c3b80066901d}
-82.78175999999996,27.96570600000007,FL,FL0127,FL0127,PINELLAS PUBLIC LIBRARY COOPERATIVE,1330 CLEVELAND STREET,CLEARWATER,33755,5103,1330 CLEVELAND STREET,CLEARWATER,33755,5103,PINELLAS,7274418408.0,HQ,MJ,MA,Y,CO2,N,10/01/2016,09/30/2017,938344,922555,0,25,0,128.16,137.04,232.85,369.89,30130537,0,51658,656645,30838840,13838586,4658829,18497415,1666431,690397,523398,2880226,7302775,28680416,3452615,0,0,23740,3476355,237798,1703649,603575,131370,351836,180976,18262,124,70,194,1924,63882,4031792,639370,944522,5474513,1397116,533622,4749729,831163,1364785,6114514,10611,4784,13316,5607,1126,301118,193523,18447,900,773265,379550,2017,1,0,-82.78176,27.965706,12,2,2017,121,{c261696c-64b5-4c03-9279-170720267063}
-82.71629299999995,28.250225000000057,FL,FL0064,FSCS5075,NEW PORT RICHEY PUBLIC LIBRARY,5939 MAIN STREET,NEW PORT RICHEY,34652,2715,5939 MAIN STREET,NEW PORT RICHEY,34652,2715,PASCO,7278531279.0,NO,CI,MO,Y,CI1,N,10/01/2016,09/30/2017,15764,15499,1,1,0,5.0,5.0,8.09,13.09,896816,31179,0,31978,959973,461675,126068,587743,59273,51772,20405,131450,352994,1072187,0,0,0,0,0,2620,63421,30077,3288,5830,7189,36,23,70,93,104,2753,359249,50272,39194,180883,46058,13302,130238,-1,13302,143540,261,1059,1413,309,156,41288,20886,3558,42,26351,5628,2017,1,0,-82.716293,28.250225,21,3,2017,120,{b550d484-fe94-477c-aab7-bc5e7cf02045}
-81.40413499999994,28.29232600000006,FL,FL0109,FSCS5062,OSCEOLA LIBRARY SYSTEM,211 E. DAKIN AVENUE,KISSIMMEE,34741,5725,211 E. DAKIN AVENUE,KISSIMMEE,34741,5725,OSCEOLA,4077428888.0,ME,CO,MO,Y,CO1,N,10/01/2016,09/30/2017,337614,331933,1,5,0,9.5,11.5,47.5,59.0,6266645,172317,0,173833,6612795,1694203,600508,2294711,493205,225116,102530,820851,3949501,7065063,0,0,0,0,0,2456801,208977,438326,9162,98454,20683,24450,13,70,83,259,19968,848149,788364,115271,942107,388322,101032,841075,188455,289487,1130562,322,1231,3812,1865,542,68509,58808,3688,230,214314,-1,2017,1,0,-81.404135,28.292326,13,2,2017,119,{fe16c482-e370-4cc8-aca8-f05a2ba86142}
-82.68255999999997,28.35431600000004,FL,FL0065,FL0065,PASCO COUNTY PUBLIC LIBRARY COOPERATIVE,8012 LIBRARY ROAD,HUDSON,34667,6988,8012 LIBRARY ROAD,HUDSON,34667,6988,PASCO,7278613020.0,HQ,CO,MO,Y,CO1,N,10/01/2016,09/30/2017,505709,497200,0,8,0,25.0,25.0,80.0,105.0,6690151,161248,96572,104544,7052515,3310453,1253651,4564104,452443,195933,80387,728763,1197766,6490633,68204,0,0,0,68204,53966,435636,22830,12224,7263,29325,15442,8,70,78,799,16796,778570,108674,249625,1284829,390351,199814,1085015,586782,786596,1871611,1368,4032,3987,1725,666,100643,65012,12124,205,116950,-1,2017,1,0,-82.68256,28.354316,21,3,2017,120,{0b9c79dd-6142-4303-b5d1-3adccc82a9c4}
-80.73033899999996,28.35999300000003,FL,FL0011,FSCS5009,BREVARD COUNTY LIBRARY SYSTEM,308 FORREST AVENUE,COCOA,32922,7723,308 FORREST AVENUE,COCOA,32922,7723,BREVARD,3216331801.0,ME,CO,MO,Y,MC1,N,10/01/2016,09/30/2017,575211,565532,1,16,1,41.45,76.08,126.28,202.36,16296538,431736,0,798506,17526780,7462413,2478692,9941105,944073,122085,242148,1308306,3489177,14738588,125100,0,0,0,125100,571595,1146419,21715,68479,199,122335,0,0,70,70,3944,44593,2480065,1307933,327478,4233570,1404071,339713,3893857,509867,849580,4743437,9,21,6666,3046,297,121708,73480,12484,442,363437,204137,2017,2,0,-80.730339,28.359993,21,4,2017,78,{3fcf13a0-3b7d-4fd8-ba57-9919604d3a06}
-81.37733599999996,28.542205000000024,FL,FL0005,FSCS5060,ORANGE COUNTY LIBRARY DISTRICT,101 EAST CENTRAL BLVD.,ORLANDO,32801,2429,101 EAST CENTRAL BLVD.,ORLANDO,32801,2429,ORANGE,4078357323.0,NO,LD,MO,Y,CO2,N,10/01/2016,09/30/2017,1267162,1245840,1,15,0,35.0,69.0,255.0,324.0,37169079,988618,64000,2075637,40297334,16035753,6016360,22052113,1331214,2528054,714087,4573355,12782362,39407830,31585,0,0,0,31585,2960337,1230756,467163,64214,95280,314253,16054,31,70,101,1011,48932,3872913,1408684,431405,9854478,2956343,3886675,7311802,-1,3886674,11198476,9723,9495,31726,8288,1015,595709,250184,18213,359,666275,308237,2017,2,0,-81.377336,28.542205,11,2,2017,118,{13841b0d-383a-40a4-b18a-dacafb616cb1}
-82.38758999999999,28.556875000000048,FL,FL0106,FSCS5035,HERNANDO COUNTY PUBLIC LIBRARY SYSTEM,238 HOWELL AVE,BROOKSVILLE,34601,2040,238 HOWELL AVE,BROOKSVILLE,34601,2040,HERNANDO,3527544043.0,ME,CO,MO,Y,CO1,N,10/01/2016,09/30/2017,181882,178822,1,3,0,9.0,11.0,25.2,36.2,2372198,633424,0,59002,3064624,1262709,539706,1802415,198804,65859,39384,304047,377893,2484355,0,0,0,0,0,0,144418,21683,6597,7866,9324,36,9,70,79,149,8226,319595,255880,122503,540569,164576,76984,505481,40140,117124,622605,323,2929,1455,457,108,20291,11953,855,110,75649,117453,2017,1,0,-82.38759,28.556875,22,3,2017,98,{be128b0a-60a5-45c0-913a-d376223d0191}
-81.34631399999995,28.595965000000035,FL,FL0054,FSCS5061,WINTER PARK PUBLIC LIBRARY,460 E. NEW ENGLAND AVENUE,WINTER PARK,32789,4428,460 E. NEW ENGLAND AVENUE,WINTER PARK,32789,4428,ORANGE,4076233300.0,ME,CI,SO,Y,CI1,N,10/01/2016,09/30/2017,29317,28824,1,0,0,12.0,12.0,21.0,33.0,2015146,75562,0,802036,2892744,1313878,282868,1596746,106492,64901,47349,218742,990225,2805713,0,0,0,0,0,0,103502,58957,15049,1045,17188,0,12,70,82,277,3504,179385,100138,11354,431749,169906,20123,411626,22961,43084,454710,684,527,1975,655,358,31395,15738,2509,25,14809,64793,2017,1,0,-81.346314,28.595965,21,4,2017,118,{17b00bab-1bfa-4100-91d7-e4b7eeb2cbe1}
-81.36558999999994,28.62384300000008,FL,FL0053,FSCS5059,MAITLAND PUBLIC LIBRARY,501 SOUTH MAITLAND AVENUE,MAITLAND,32751,5621,501 SOUTH MAITLAND AVENUE,MAITLAND,32751,5621,ORANGE,4076477700.0,ME,CI,SO,Y,CI1,N,10/01/2016,09/30/2017,17401,17108,1,0,0,4.96,5.96,7.67,13.63,713693,17566,0,37708,768967,438681,97456,536137,44006,32544,8837,85387,103700,725224,0,0,0,0,0,0,62991,20924,3996,15223,4599,36,6,70,76,612,3013,152498,30122,8744,100034,46742,10527,89507,-1,10527,100034,384,0,877,390,0,23126,16833,0,13,12320,-1,2017,2,0,-81.36559,28.623843,21,4,2017,118,{bcc03dd2-4db6-4fbe-8065-6cd7086b9a67}
-81.36583899999994,28.65864700000003,FL,FL0094,FSCS5092,ALTAMONTE SPRINGS CITY LIBRARY,281 NORTH MAITLAND AVENUE,ALTAMONTE SPRINGS,32701,4907,281 NORTH MAITLAND AVENUE,ALTAMONTE SPRINGS,32701,4907,SEMINOLE,4075718830.0,NO,CI,SO,Y,CI1,N,10/01/2016,09/30/2017,44482,43734,1,0,0,3.5,4.5,3.0,7.5,427871,11933,0,0,439804,250339,98749,349088,28048,23361,3919,55328,16630,421046,0,0,0,0,0,6824,34602,3078,1293,260,3576,0,5,70,75,18,2496,52459,11792,17689,63973,24447,5177,58796,-1,5177,63973,794,0,568,176,0,4179,3174,0,16,15720,-1,2017,2,0,-81.365839,28.658647,21,4,2017,127,{de5303a9-3352-40f6-b208-637dc8723aab}
-81.33575099999996,28.661762000000067,FL,FL0095,FSCS5093,SEMINOLE COUNTY PUBLIC LIBRARY SYSTEM,215 N. OXFORD ROAD,CASSELBERRY,32707,4292,215 N. OXFORD ROAD,CASSELBERRY,32707,4292,SEMINOLE,4076651505.0,NO,CO,MO,Y,CO1,N,10/01/2016,09/30/2017,454757,447105,1,4,0,25.5,29.5,45.5,75.0,6260659,159943,0,46681,6467283,2867419,940086,3807505,810214,232152,60984,1103350,1556428,6467283,0,0,0,0,0,0,596616,229881,18843,55812,5770,15428,20,70,90,567,16145,1628057,825503,332610,1754995,0,181991,1446635,126469,308460,1755095,0,0,3061,2098,167,78677,63836,2864,90,117345,104733,2017,1,0,-81.335751,28.661762,21,4,2017,127,{3283fb2d-5940-4a5d-80c7-50769ed9cf46}
-81.75216399999994,28.789528000000075,FL,FL0039,FSCS5042,LAKE COUNTY LIBRARY SYSTEM,2401 WOODLEA RD.,TAVARES,32778,5404,P. O. BOX 7800,TAVARES,32778,7800,LAKE,3522536180.0,ME,CC,MA,Y,CO2,N,10/01/2016,09/30/2017,331724,326142,0,15,0,26.0,34.0,77.78,111.78,7460281,201152,153629,132045,7947107,3691690,1457665,5149355,386951,75949,99992,562892,1609237,7321484,0,0,0,0,0,174332,534161,11600,34192,999,52839,163,13,70,83,856,34384,1554776,262678,117292,1400269,542538,180424,1400269,658091,838515,2238784,0,0,7604,3148,1254,161681,107799,13494,444,360338,208231,2017,1,0,-81.752164,28.789528,22,4,2017,106,{8224e248-2249-4b41-b9cc-a1fec767848d}
-81.68156599999998,28.854163000000028,FL,FL0123,FSCS4000,EUSTIS MEMORIAL LIBRARY,120 NORTH CENTER STREET,EUSTIS,32726,3512,120 NORTH CENTER STREET,EUSTIS,32726,3512,LAKE,3523575302.0,NO,CI,SO,Y,CI1,N,10/01/2016,09/30/2017,20880,20529,1,0,0,5.0,5.0,0.0,5.0,902058,0,13104,10746,925908,517869,189212,707081,55190,21250,24090,100530,81750,889361,86595,0,0,22160,108755,116123,119805,2884,2393,32,7382,0,2,70,72,139,2636,74678,11916,11074,132289,16382,2880,129409,-1,2880,132289,66,319,210,159,38,7061,4307,1699,25,13403,11200,2017,2,0,-81.681566,28.854163,22,4,2017,106,{9cfb03b6-586a-495a-8d03-a284fb92f89a}
-82.02049499999998,28.86216900000005,FL,FL0146,FL0146,SUMTER COUNTY LIBRARY SYSTEM,"7375 POWELL ROAD, SUITE 150",WILDWOOD,34785,4203,"7375 POWELL ROAD, SUITE 150",WILDWOOD,34785,4203,SUMTER,3526894560.0,NO,CO,MO,Y,CO1,N,10/01/2016,09/30/2017,120700,118669,0,5,0,4.0,4.0,34.5,38.5,2424346,506999,0,62555,2993900,65106,18989,84095,397359,139090,119705,656154,2275191,3015440,0,0,0,0,0,0,92010,6981,4489,1378,21508,0,13,70,83,80,13690,421368,10056,89897,812587,78224,104261,708326,203932,308193,1016519,210,3291,971,443,15,11869,4977,61,83,64493,45591,2017,2,0,-82.020495,28.862169,41,8,2017,128,{ec883686-64cb-4354-b63d-1a81092bf696}
-82.44222999999994,28.910374000000047,FL,FL0018,FSCS5016,CITRUS COUNTY LIBRARY SYSTEM,425 W. ROOSEVELT BOULEVARD,BEVERLY HILLS,34465,4281,425 W. ROOSEVELT BOULEVARD,BEVERLY HILLS,34465,4281,CITRUS,3527469077.0,ME,CO,MO,Y,CO1,N,10/01/2016,09/30/2017,143801,141381,0,5,0,4.0,14.0,31.35,45.35,2687363,78546,0,169381,2935290,1305076,489126,1794202,128513,100702,19545,248760,972093,3015055,25000,0,0,0,25000,0,200973,12808,7211,1432,13741,0,5,70,75,211,11635,406703,50440,91613,588789,86768,65859,522930,53424,119283,642213,2205,7828,3267,832,98,50767,20239,1374,138,111791,30319,2017,1,0,-82.44223,28.910374,23,4,2017,81,{9a180b9d-17c1-4c79-ae8a-bf8760aeea89}
-82.46548099999995,28.990593000000047,FL,FL0118,FSCS0001,CITRUS SPRINGS MEMORIAL LIBRARY,1826 W COUNTRY CLUB BLVD,CITRUS SPRINGS,34434,5122,1826 W COUNTRY CLUB BLVD,CITRUS SPRINGS,34434,5122,CITRUS,3524892313.0,NO,CI,SO,Y,CI1,N,10/01/2016,09/30/2017,8622,8477,1,0,0,0.45,2.21,1.98,4.19,225019,7580,0,8405,241004,111302,33055,144357,14792,3930,3968,22690,56016,223063,0,0,0,0,0,12720,-1,29282,1040,15861,2119,926,2,70,72,64,2095,30811,5248,5981,-1,9083,-1,-1,-1,-1,-1,283,395,200,107,0,3592,2249,0,15,8559,-1,2017,4,0,-82.465481,28.990593,23,4,2017,81,{4db64cac-6d12-41ba-8393-8a85af6eb410}
-81.14553399999994,29.14403200000004,FL,FL0099,FSCS5100,VOLUSIA COUNTY PUBLIC LIBRARY,1290 INDIAN LAKE RD.,DAYTONA BEACH,32124,1038,1290 INDIAN LAKE RD.,DAYTONA BEACH,32124,1038,VOLUSIA,3862481745.0,ME,CO,MA,Y,CO1,N,10/01/2016,09/30/2017,523405,514598,0,13,0,56.0,61.0,120.5,181.5,15472550,431097,3389,1054095,16961131,6584175,2987994,9572169,1021126,735776,460528,2217430,4518198,16307797,0,0,0,0,0,178532,532662,369704,47167,2330875,103358,55109,24,70,94,943,32562,2119089,719815,235581,3452307,1050047,522832,2929475,570902,1093734,4023209,971,162,5393,2631,811,124073,70788,17422,310,343794,427480,2017,1,0,-81.145534,29.144032,41,8,2017,132,{39be2ed2-4666-45e0-9ae8-e86ca80d81a6}
-82.10020999999995,29.188671000000056,FL,FL0001,FSCS5000,MARION COUNTY PUBLIC LIBRARY SYSTEM,2720 EAST SILVER SPRINGS BLVD.,OCALA,34470,7006,2720 EAST SILVER SPRINGS BLVD.,OCALA,34470,7006,MARION,3526718551.0,NO,CO,MO,Y,CO1,N,10/01/2016,09/30/2017,349267,343390,1,7,0,23.0,40.0,64.73,104.73,5050625,54658,0,174033,5279316,3017759,1208995,4226754,236500,153269,0,389769,762793,5379316,0,0,0,0,0,0,537883,110731,26501,7392,26292,0,22,70,92,326,17528,1013109,899103,212920,970540,330943,59451,911089,383047,442498,1353587,2127,967,2254,1064,176,66020,43986,6489,207,175721,-1,2017,1,0,-82.10021,29.188671,13,2,2017,113,{fd65e521-6791-43a0-a059-5b038d2464e7}
-82.64150699999999,29.46329000000003,FL,FL0259,FL7000,PAL PUBLIC LIBRARY COOPERATIVE,7871 NE 90TH STREET,BRONSON,32621,3979,7871 NE 90TH STREET,BRONSON,32621,3979,LEVY,3524865552.0,HQ,MJ,MO,Y,MC1,N,10/01/2016,09/30/2017,374194,367898,0,23,2,60.5,62.5,162.64,225.14,17333667,1149626,0,640910,19124203,8050066,3350601,11400667,888409,838735,382151,2109295,3433566,16943528,44167,0,0,60800,104967,1818163,584481,112144,67773,20940,123422,4829,45,70,115,1405,51288,1498098,328633,223128,4252793,1215455,703170,3348417,110842,814012,4162429,4109,9676,9967,4433,1417,149909,90837,14283,334,377753,531530,2017,1,0,-82.641507,29.46329,42,7,2017,109,{179ea424-c04f-4119-9140-55004951ebef}
-81.12826599999994,29.476162000000045,FL,FL0028,FSCS5029,FLAGLER BEACH PUBLIC LIBRARY,315 SOUTH SEVENTH STREET,FLAGLER BEACH,32136,3640,P.O. BOX 449,FLAGLER BEACH,32136,449,FLAGLER,3865172030.0,NO,CI,SO,Y,CI1,N,10/01/2016,09/30/2017,4625,4547,1,0,0,0.16,1.61,0.9,2.51,82443,1485,0,2884,86812,51603,12134,63737,8186,744,2134,11064,25308,100109,0,0,0,0,0,1936,-1,28184,595,27449,1388,1433,2,70,72,63,1678,16529,3861,4295,-1,4695,-1,-1,-1,-1,-1,300,303,87,51,0,1415,1009,0,14,5204,-1,2017,4,0,-81.128266,29.476162,21,4,2017,-1,{59608164-0f45-4cb5-a7a9-e94e0d28eb81}
-81.23908199999994,29.553353000000072,FL,FL0029,FSCS5030,FLAGLER COUNTY PUBLIC LIBRARY,2500 PALM COAST PARKWAY NW,PALM COAST,32137,4731,2500 PALM COAST PARKWAY NW,PALM COAST,32137,4731,FLAGLER,3864466763.0,ME,CO,MO,Y,CO1,N,10/01/2016,09/30/2017,105157,103388,1,1,0,3.0,3.0,15.1,18.1,1109862,29667,0,137904,1277433,566139,237090,803229,121512,57814,24662,203988,134954,1142171,0,0,0,0,0,0,136669,11059,5184,684,8041,0,13,70,83,48,4496,315398,39628,55262,406000,115043,27738,378262,119635,147373,525635,991,285,649,350,279,18736,12363,5207,55,48911,29838,2017,1,0,-81.239082,29.553353,21,4,2017,89,{b231f65f-205a-4740-ab0c-d521cc934ef7}
-84.99051599999996,29.721849000000077,FL,FL8002,FL8002,APALACHICOLA MUNICIPAL LIBRARY,80 12TH STREET,APALACHICOLA,32320,2003,80 12TH STREET,APALACHICOLA,32320,2003,FRANKLIN,8506538436.0,NO,CI,SO,Y,CI1,N,10/01/2016,09/30/2017,2333,2294,1,0,0,0.0,0.78,0.0,0.78,51240,0,0,20574,71814,-9,-9,-9,4129,375,1077,5581,-9,53585,0,0,0,0,0,976,-1,0,400,0,0,0,1,70,71,6,1565,9737,0,1904,-1,2368,-1,-1,-1,-1,-1,152,153,44,33,0,1413,509,0,6,2625,-1,2017,4,0,-84.990516,29.721849,33,7,2017,90,{153410fe-df18-4359-b166-702bb69f7469}
-81.31313099999994,29.758722000000034,FL,FL0091,FSCS5094,ST. JOHNS COUNTY PUBLIC LIBRARY SYSTEM,6670 US 1 SOUTH,ST. AUGUSTINE,32086,7693,6670 US 1 SOUTH,ST. AUGUSTINE,32086,7693,ST. JOHNS,9048276925.0,ME,CO,MO,Y,CO1,N,10/01/2016,09/30/2017,229715,225850,0,6,2,23.5,23.5,48.23,71.73,5903958,169016,0,301557,6374531,3106272,1211495,4317767,485922,229015,246874,961811,856593,6136171,119648,0,0,0,119648,81755,262069,222001,33184,54293,42140,15443,16,70,86,390,14376,916282,414442,95779,1725569,621204,149048,1576521,-1,149048,1725569,1156,1933,3219,1664,321,105822,66219,5518,149,87014,-1,2017,2,0,-81.313131,29.758722,41,8,2017,124,{351c3510-9ff3-4b6e-9dfe-4b696137b7ee}
-82.33816199999995,30.02373700000004,FL,FL0149,FL0149,NEW RIVER PUBLIC LIBRARY COOPERATIVE,110 N. LAKE AVE,LAKE BUTLER,32054,1736,110 N. LAKE AVE,LAKE BUTLER,32054,1736,UNION,3864962526.0,HQ,MJ,MA,Y,MC1,N,10/01/2016,09/30/2017,70780,69589,0,3,2,2.0,4.0,24.6,28.6,749628,788039,0,120246,1657913,740198,290032,1030230,84904,55968,2630,143502,372962,1546694,0,0,0,0,0,36462,147237,40887,5368,7921,4321,0,7,70,77,139,8422,298964,31038,32888,158573,56887,13251,103007,1829,15080,118087,831,253,417,191,76,13601,9442,1713,60,34867,69595,2017,1,0,-82.338162,30.023737,32,7,2017,131,{52987b3a-f892-4a78-823b-96754f006cc8}
-83.17873399999996,30.053012000000024,FL,FL0147,FL0147,THREE RIVERS REGIONAL LIBRARY SYSTEM,305 W. MAIN ST.,MAYO,32066,4036,PO BOX 1340,MAYO,32066,340,LAFAYETTE,3862943856.0,ME,MJ,MA,Y,MC1,N,10/01/2016,09/30/2017,64724,63635,0,6,1,1.0,5.0,13.0,18.0,422299,545432,0,15642,983373,472761,187692,660453,36863,10600,0,47463,303334,1011250,0,0,0,0,0,0,140529,40956,4089,2736,10947,0,0,70,70,138,12942,203467,10447,43917,138277,28332,12724,125553,0,12724,138277,1367,1478,1230,273,66,16822,7737,727,55,33226,26525,2017,1,0,-83.178734,30.053012,43,7,2017,105,{95bd81f1-d604-4556-93f8-3f7849aac9d2}
-81.71179799999999,30.092391000000077,FL,FL0019,FSCS5017,CLAY COUNTY PUBLIC LIBRARY SYSTEM,1895 TOWN CENTER BLVD.,FLEMING ISLAND,32003,6315,1895 TOWN CENTER BLVD.,FLEMING ISLAND,32006,6315,CLAY,9042784745.0,ME,CO,MO,Y,CO1,N,10/01/2016,09/30/2017,208549,205040,1,4,0,7.0,7.0,45.0,52.0,2519327,58347,0,0,2577674,1597167,470720,2067887,168045,36966,34352,239363,270424,2577674,0,0,0,0,0,0,276815,964,15252,0,18049,0,3,70,73,143,11762,457931,33725,83709,585927,234370,11119,574808,-1,11119,585927,141,965,1224,949,28,25759,19451,251,103,61386,19402,2017,1,0,-81.711798,30.092391,21,3,2017,82,{0bb027e8-0b26-4190-a29b-2389b7bc95ed}
